EmployeeMonthID,EmployeeID,EmployeeName,Gender,BirthDate,HireDate,ExitDate,EmploymentStatus,PriorExperienceYears,JobLevel,DepartmentID,DepartmentName,JobRoleID,JobTitle,MonthStartDate,ActiveWorkDays,MonthlySalaryRate,SalaryPaid,BonusAmount,OvertimeHours,AbsenceDays,TrainingHours,PerformanceScore
EMP0051-2025-12,EMP0051,Amy Mahfoud,Female,1978-10-16,2020-12-08,,Active,4,2,DEP04,Sales,JOB08,Account Manager,2025-12-01,23,17616.04,17616.04,0,6,2,1,3
EMP0052-2024-01,EMP0052,Edgar Phouxay,Male,1980-02-23,2024-01-21,,Active,6,3,DEP03,Information Technology,JOB06,IT Support Specialist,2024-01-01,8,21209.09,7377.07,0,0,1,0,4
EMP0052-2024-02,EMP0052,Edgar Phouxay,Male,1980-02-23,2024-01-21,,Active,6,3,DEP03,Information Technology,JOB06,IT Support Specialist,2024-02-01,21,21209.09,21209.09,0,2,1,6,4
EMP0052-2024-03,EMP0052,Edgar Phouxay,Male,1980-02-23,2024-01-21,,Active,6,3,DEP03,Information Technology,JOB06,IT Support Specialist,2024-03-01,21,21209.09,21209.09,2046.54,0,3,14,4
EMP0052-2024-04,EMP0052,Edgar Phouxay,Male,1980-02-23,2024-01-21,,Active,6,3,DEP03,Information Technology,JOB06,IT Support Specialist,2024-04-01,22,21209.09,21209.09,0,3,0,14,4
EMP0052-2024-05,EMP0052,Edgar Phouxay,Male,1980-02-23,2024-01-21,,Active,6,3,DEP03,Information Technology,JOB06,IT Support Specialist,2024-05-01,23,21209.09,21209.09,0,4,2,3,3
EMP0052-2024-06,EMP0052,Edgar Phouxay,Male,1980-02-23,2024-01-21,,Active,6,3,DEP03,Information Technology,JOB06,IT Support Specialist,2024-06-01,20,21209.09,21209.09,0,0,2,1,4
EMP0052-2024-07,EMP0052,Edgar Phouxay,Male,1980-02-23,2024-01-21,,Active,6,3,DEP03,Information Technology,JOB06,IT Support Specialist,2024-07-01,23,21209.09,21209.09,1696.21,0,0,1,4
EMP0052-2024-08,EMP0052,Edgar Phouxay,Male,1980-02-23,2024-01-21,,Active,6,3,DEP03,Information Technology,JOB06,IT Support Specialist,2024-08-01,22,21209.09,21209.09,1559.33,0,0,12,5
EMP0052-2024-09,EMP0052,Edgar Phouxay,Male,1980-02-23,2024-01-21,,Active,6,3,DEP03,Information Technology,JOB06,IT Support Specialist,2024-09-01,21,21209.09,21209.09,729.66,0,1,4,4
EMP0052-2024-10,EMP0052,Edgar Phouxay,Male,1980-02-23,2024-01-21,,Active,6,3,DEP03,Information Technology,JOB06,IT Support Specialist,2024-10-01,23,21209.09,21209.09,0,6,0,6,3
EMP0052-2024-11,EMP0052,Edgar Phouxay,Male,1980-02-23,2024-01-21,,Active,6,3,DEP03,Information Technology,JOB06,IT Support Specialist,2024-11-01,21,21209.09,21209.09,0,0,1,0,3
EMP0052-2024-12,EMP0052,Edgar Phouxay,Male,1980-02-23,2024-01-21,,Active,6,3,DEP03,Information Technology,JOB06,IT Support Specialist,2024-12-01,22,21209.09,21209.09,1299.89,0,0,0,3
EMP0052-2025-01,EMP0052,Edgar Phouxay,Male,1980-02-23,2024-01-21,,Active,6,3,DEP03,Information Technology,JOB06,IT Support Specialist,2025-01-01,23,22777.17,22777.17,0,0,0,5,3
EMP0052-2025-02,EMP0052,Edgar Phouxay,Male,1980-02-23,2024-01-21,,Active,6,3,DEP03,Information Technology,JOB06,IT Support Specialist,2025-02-01,20,22777.17,22777.17,2644.67,23,1,0,4
EMP0052-2025-03,EMP0052,Edgar Phouxay,Male,1980-02-23,2024-01-21,,Active,6,3,DEP03,Information Technology,JOB06,IT Support Specialist,2025-03-01,21,22777.17,22777.17,504.89,1,2,3,4
EMP0052-2025-04,EMP0052,Edgar Phouxay,Male,1980-02-23,2024-01-21,,Active,6,3,DEP03,Information Technology,JOB06,IT Support Specialist,2025-04-01,22,22777.17,22777.17,1031.89,4,2,6,4
EMP0052-2025-05,EMP0052,Edgar Phouxay,Male,1980-02-23,2024-01-21,,Active,6,3,DEP03,Information Technology,JOB06,IT Support Specialist,2025-05-01,22,22777.17,22777.17,0,4,0,0,4
EMP0052-2025-06,EMP0052,Edgar Phouxay,Male,1980-02-23,2024-01-21,,Active,6,3,DEP03,Information Technology,JOB06,IT Support Specialist,2025-06-01,21,22777.17,22777.17,0,6,1,15,3
EMP0052-2025-07,EMP0052,Edgar Phouxay,Male,1980-02-23,2024-01-21,,Active,6,3,DEP03,Information Technology,JOB06,IT Support Specialist,2025-07-01,23,22777.17,22777.17,1988.57,11,0,2,4
EMP0052-2025-08,EMP0052,Edgar Phouxay,Male,1980-02-23,2024-01-21,,Active,6,3,DEP03,Information Technology,JOB06,IT Support Specialist,2025-08-01,21,22777.17,22777.17,0,1,0,0,3
EMP0052-2025-09,EMP0052,Edgar Phouxay,Male,1980-02-23,2024-01-21,,Active,6,3,DEP03,Information Technology,JOB06,IT Support Specialist,2025-09-01,22,22777.17,22777.17,0,0,0,0,4
EMP0052-2025-10,EMP0052,Edgar Phouxay,Male,1980-02-23,2024-01-21,,Active,6,3,DEP03,Information Technology,JOB06,IT Support Specialist,2025-10-01,23,22777.17,22777.17,0,2,0,0,4
EMP0052-2025-11,EMP0052,Edgar Phouxay,Male,1980-02-23,2024-01-21,,Active,6,3,DEP03,Information Technology,JOB06,IT Support Specialist,2025-11-01,20,22777.17,22777.17,821,16,0,1,4
EMP0052-2025-12,EMP0052,Edgar Phouxay,Male,1980-02-23,2024-01-21,,Active,6,3,DEP03,Information Technology,JOB06,IT Support Specialist,2025-12-01,23,22777.17,22777.17,2108.23,5,0,0,3
EMP0053-2024-01,EMP0053,Achol Otsaghe,Female,1990-11-15,2020-04-06,,Active,6,2,DEP06,Operations,JOB12,Supply Chain Analyst,2024-01-01,23,17862.6,17862.6,2260.54,27,3,13,3
EMP0053-2024-02,EMP0053,Achol Otsaghe,Female,1990-11-15,2020-04-06,,Active,6,2,DEP06,Operations,JOB12,Supply Chain Analyst,2024-02-01,21,17862.6,17862.6,2274.33,6,0,6,3
EMP0053-2024-03,EMP0053,Achol Otsaghe,Female,1990-11-15,2020-04-06,,Active,6,2,DEP06,Operations,JOB12,Supply Chain Analyst,2024-03-01,21,17862.6,17862.6,0,12,4,4,3
EMP0053-2024-04,EMP0053,Achol Otsaghe,Female,1990-11-15,2020-04-06,,Active,6,2,DEP06,Operations,JOB12,Supply Chain Analyst,2024-04-01,22,17862.6,17862.6,0,0,0,8,3
EMP0053-2024-05,EMP0053,Achol Otsaghe,Female,1990-11-15,2020-04-06,,Active,6,2,DEP06,Operations,JOB12,Supply Chain Analyst,2024-05-01,23,17862.6,17862.6,0,0,0,0,4
EMP0053-2024-06,EMP0053,Achol Otsaghe,Female,1990-11-15,2020-04-06,,Active,6,2,DEP06,Operations,JOB12,Supply Chain Analyst,2024-06-01,20,17862.6,17862.6,0,2,1,3,3
EMP0053-2024-07,EMP0053,Achol Otsaghe,Female,1990-11-15,2020-04-06,,Active,6,2,DEP06,Operations,JOB12,Supply Chain Analyst,2024-07-01,23,17862.6,17862.6,0,6,2,0,1
EMP0053-2024-08,EMP0053,Achol Otsaghe,Female,1990-11-15,2020-04-06,,Active,6,2,DEP06,Operations,JOB12,Supply Chain Analyst,2024-08-01,22,17862.6,17862.6,0,2,1,14,3
EMP0053-2024-09,EMP0053,Achol Otsaghe,Female,1990-11-15,2020-04-06,,Active,6,2,DEP06,Operations,JOB12,Supply Chain Analyst,2024-09-01,21,17862.6,17862.6,0,1,3,3,3
EMP0053-2024-10,EMP0053,Achol Otsaghe,Female,1990-11-15,2020-04-06,,Active,6,2,DEP06,Operations,JOB12,Supply Chain Analyst,2024-10-01,23,17862.6,17862.6,0,0,0,5,3
EMP0053-2024-11,EMP0053,Achol Otsaghe,Female,1990-11-15,2020-04-06,,Active,6,2,DEP06,Operations,JOB12,Supply Chain Analyst,2024-11-01,21,17862.6,17862.6,0,0,0,0,3
EMP0053-2024-12,EMP0053,Achol Otsaghe,Female,1990-11-15,2020-04-06,,Active,6,2,DEP06,Operations,JOB12,Supply Chain Analyst,2024-12-01,22,17862.6,17862.6,0,0,2,1,3
EMP0053-2025-01,EMP0053,Achol Otsaghe,Female,1990-11-15,2020-04-06,,Active,6,2,DEP06,Operations,JOB12,Supply Chain Analyst,2025-01-01,23,18645.79,18645.79,0,4,0,0,3
EMP0053-2025-02,EMP0053,Achol Otsaghe,Female,1990-11-15,2020-04-06,,Active,6,2,DEP06,Operations,JOB12,Supply Chain Analyst,2025-02-01,20,18645.79,18645.79,0,0,3,3,3
EMP0053-2025-03,EMP0053,Achol Otsaghe,Female,1990-11-15,2020-04-06,,Active,6,2,DEP06,Operations,JOB12,Supply Chain Analyst,2025-03-01,21,18645.79,18645.79,0,0,0,0,2
EMP0053-2025-04,EMP0053,Achol Otsaghe,Female,1990-11-15,2020-04-06,,Active,6,2,DEP06,Operations,JOB12,Supply Chain Analyst,2025-04-01,22,18645.79,18645.79,0,2,1,0,3
EMP0053-2025-05,EMP0053,Achol Otsaghe,Female,1990-11-15,2020-04-06,,Active,6,2,DEP06,Operations,JOB12,Supply Chain Analyst,2025-05-01,22,18645.79,18645.79,0,29,0,16,3
EMP0053-2025-06,EMP0053,Achol Otsaghe,Female,1990-11-15,2020-04-06,,Active,6,2,DEP06,Operations,JOB12,Supply Chain Analyst,2025-06-01,21,18645.79,18645.79,0,0,0,0,2
EMP0053-2025-07,EMP0053,Achol Otsaghe,Female,1990-11-15,2020-04-06,,Active,6,2,DEP06,Operations,JOB12,Supply Chain Analyst,2025-07-01,23,18645.79,18645.79,0,0,0,4,4
EMP0053-2025-08,EMP0053,Achol Otsaghe,Female,1990-11-15,2020-04-06,,Active,6,2,DEP06,Operations,JOB12,Supply Chain Analyst,2025-08-01,21,18645.79,18645.79,2632.71,21,3,11,4
EMP0053-2025-09,EMP0053,Achol Otsaghe,Female,1990-11-15,2020-04-06,,Active,6,2,DEP06,Operations,JOB12,Supply Chain Analyst,2025-09-01,22,18645.79,18645.79,0,0,2,7,3
EMP0053-2025-10,EMP0053,Achol Otsaghe,Female,1990-11-15,2020-04-06,,Active,6,2,DEP06,Operations,JOB12,Supply Chain Analyst,2025-10-01,23,18645.79,18645.79,0,9,3,0,3
EMP0053-2025-11,EMP0053,Achol Otsaghe,Female,1990-11-15,2020-04-06,,Active,6,2,DEP06,Operations,JOB12,Supply Chain Analyst,2025-11-01,20,18645.79,18645.79,0,13,0,11,3
EMP0053-2025-12,EMP0053,Achol Otsaghe,Female,1990-11-15,2020-04-06,,Active,6,2,DEP06,Operations,JOB12,Supply Chain Analyst,2025-12-01,23,18645.79,18645.79,0,29,0,0,3
EMP0054-2024-01,EMP0054,Sylvie Bégot,Female,1986-06-14,2020-02-27,,Active,7,3,DEP04,Sales,JOB07,Sales Executive,2024-01-01,23,29799.01,29799.01,0,13,0,11,3
EMP0054-2024-02,EMP0054,Sylvie Bégot,Female,1986-06-14,2020-02-27,,Active,7,3,DEP04,Sales,JOB07,Sales Executive,2024-02-01,21,29799.01,29799.01,983.05,3,2,1,3
EMP0054-2024-03,EMP0054,Sylvie Bégot,Female,1986-06-14,2020-02-27,,Active,7,3,DEP04,Sales,JOB07,Sales Executive,2024-03-01,21,29799.01,29799.01,876.09,0,3,6,3
EMP0054-2024-04,EMP0054,Sylvie Bégot,Female,1986-06-14,2020-02-27,,Active,7,3,DEP04,Sales,JOB07,Sales Executive,2024-04-01,22,29799.01,29799.01,4467.26,18,0,6,4
EMP0054-2024-05,EMP0054,Sylvie Bégot,Female,1986-06-14,2020-02-27,,Active,7,3,DEP04,Sales,JOB07,Sales Executive,2024-05-01,23,29799.01,29799.01,0,15,0,0,4
EMP0054-2024-06,EMP0054,Sylvie Bégot,Female,1986-06-14,2020-02-27,,Active,7,3,DEP04,Sales,JOB07,Sales Executive,2024-06-01,20,29799.01,29799.01,0,10,3,0,3
EMP0054-2024-07,EMP0054,Sylvie Bégot,Female,1986-06-14,2020-02-27,,Active,7,3,DEP04,Sales,JOB07,Sales Executive,2024-07-01,23,29799.01,29799.01,1382.74,0,0,5,3
EMP0054-2024-08,EMP0054,Sylvie Bégot,Female,1986-06-14,2020-02-27,,Active,7,3,DEP04,Sales,JOB07,Sales Executive,2024-08-01,22,29799.01,29799.01,0,0,2,16,4
EMP0054-2024-09,EMP0054,Sylvie Bégot,Female,1986-06-14,2020-02-27,,Active,7,3,DEP04,Sales,JOB07,Sales Executive,2024-09-01,21,29799.01,29799.01,1709.4,6,0,10,3
EMP0054-2024-10,EMP0054,Sylvie Bégot,Female,1986-06-14,2020-02-27,,Active,7,3,DEP04,Sales,JOB07,Sales Executive,2024-10-01,23,29799.01,29799.01,3070.47,7,1,0,4
EMP0054-2024-11,EMP0054,Sylvie Bégot,Female,1986-06-14,2020-02-27,,Active,7,3,DEP04,Sales,JOB07,Sales Executive,2024-11-01,21,29799.01,29799.01,0,0,4,0,3
EMP0054-2024-12,EMP0054,Sylvie Bégot,Female,1986-06-14,2020-02-27,,Active,7,3,DEP04,Sales,JOB07,Sales Executive,2024-12-01,22,29799.01,29799.01,0,0,2,0,3
EMP0054-2025-01,EMP0054,Sylvie Bégot,Female,1986-06-14,2020-02-27,,Active,7,3,DEP04,Sales,JOB07,Sales Executive,2025-01-01,23,32021.84,32021.84,0,2,0,15,4
EMP0054-2025-02,EMP0054,Sylvie Bégot,Female,1986-06-14,2020-02-27,,Active,7,3,DEP04,Sales,JOB07,Sales Executive,2025-02-01,20,32021.84,32021.84,0,0,0,4,3
EMP0054-2025-03,EMP0054,Sylvie Bégot,Female,1986-06-14,2020-02-27,,Active,7,3,DEP04,Sales,JOB07,Sales Executive,2025-03-01,21,32021.84,32021.84,2131.57,0,1,2,4
EMP0054-2025-04,EMP0054,Sylvie Bégot,Female,1986-06-14,2020-02-27,,Active,7,3,DEP04,Sales,JOB07,Sales Executive,2025-04-01,22,32021.84,32021.84,0,1,0,0,3
EMP0054-2025-05,EMP0054,Sylvie Bégot,Female,1986-06-14,2020-02-27,,Active,7,3,DEP04,Sales,JOB07,Sales Executive,2025-05-01,22,32021.84,32021.84,0,0,0,8,3
EMP0054-2025-06,EMP0054,Sylvie Bégot,Female,1986-06-14,2020-02-27,,Active,7,3,DEP04,Sales,JOB07,Sales Executive,2025-06-01,21,32021.84,32021.84,0,4,1,2,3
EMP0054-2025-07,EMP0054,Sylvie Bégot,Female,1986-06-14,2020-02-27,,Active,7,3,DEP04,Sales,JOB07,Sales Executive,2025-07-01,23,32021.84,32021.84,0,36,0,5,4
EMP0054-2025-08,EMP0054,Sylvie Bégot,Female,1986-06-14,2020-02-27,,Active,7,3,DEP04,Sales,JOB07,Sales Executive,2025-08-01,21,32021.84,32021.84,0,34,1,3,4
EMP0054-2025-09,EMP0054,Sylvie Bégot,Female,1986-06-14,2020-02-27,,Active,7,3,DEP04,Sales,JOB07,Sales Executive,2025-09-01,22,32021.84,32021.84,1267.55,5,0,1,4
EMP0054-2025-10,EMP0054,Sylvie Bégot,Female,1986-06-14,2020-02-27,,Active,7,3,DEP04,Sales,JOB07,Sales Executive,2025-10-01,23,32021.84,32021.84,1810.03,0,1,8,4
EMP0054-2025-11,EMP0054,Sylvie Bégot,Female,1986-06-14,2020-02-27,,Active,7,3,DEP04,Sales,JOB07,Sales Executive,2025-11-01,20,32021.84,32021.84,809.67,15,4,0,3
EMP0054-2025-12,EMP0054,Sylvie Bégot,Female,1986-06-14,2020-02-27,,Active,7,3,DEP04,Sales,JOB07,Sales Executive,2025-12-01,23,32021.84,32021.84,0,0,2,0,2
EMP0055-2024-09,EMP0055,Kairi Duarte,Female,1986-02-15,2024-09-09,,Active,0,1,DEP06,Operations,JOB12,Supply Chain Analyst,2024-09-01,16,10548.76,8037.15,0,0,0,0,4
EMP0055-2024-10,EMP0055,Kairi Duarte,Female,1986-02-15,2024-09-09,,Active,0,1,DEP06,Operations,JOB12,Supply Chain Analyst,2024-10-01,23,10548.76,10548.76,0,15,0,11,3
EMP0055-2024-11,EMP0055,Kairi Duarte,Female,1986-02-15,2024-09-09,,Active,0,1,DEP06,Operations,JOB12,Supply Chain Analyst,2024-11-01,21,10548.76,10548.76,0,5,0,4,3
EMP0055-2024-12,EMP0055,Kairi Duarte,Female,1986-02-15,2024-09-09,,Active,0,1,DEP06,Operations,JOB12,Supply Chain Analyst,2024-12-01,22,10548.76,10548.76,782.98,0,0,4,4
EMP0055-2025-01,EMP0055,Kairi Duarte,Female,1986-02-15,2024-09-09,,Active,0,1,DEP06,Operations,JOB12,Supply Chain Analyst,2025-01-01,23,11110.29,11110.29,0,0,0,11,5
EMP0055-2025-02,EMP0055,Kairi Duarte,Female,1986-02-15,2024-09-09,,Active,0,1,DEP06,Operations,JOB12,Supply Chain Analyst,2025-02-01,20,11110.29,11110.29,0,13,0,0,3
EMP0055-2025-03,EMP0055,Kairi Duarte,Female,1986-02-15,2024-09-09,,Active,0,1,DEP06,Operations,JOB12,Supply Chain Analyst,2025-03-01,21,11110.29,11110.29,0,7,4,0,4
EMP0055-2025-04,EMP0055,Kairi Duarte,Female,1986-02-15,2024-09-09,,Active,0,1,DEP06,Operations,JOB12,Supply Chain Analyst,2025-04-01,22,11110.29,11110.29,926.4,0,0,5,3
EMP0055-2025-05,EMP0055,Kairi Duarte,Female,1986-02-15,2024-09-09,,Active,0,1,DEP06,Operations,JOB12,Supply Chain Analyst,2025-05-01,22,11110.29,11110.29,0,0,0,6,4
EMP0055-2025-06,EMP0055,Kairi Duarte,Female,1986-02-15,2024-09-09,,Active,0,1,DEP06,Operations,JOB12,Supply Chain Analyst,2025-06-01,21,11110.29,11110.29,0,9,3,7,4
EMP0055-2025-07,EMP0055,Kairi Duarte,Female,1986-02-15,2024-09-09,,Active,0,1,DEP06,Operations,JOB12,Supply Chain Analyst,2025-07-01,23,11110.29,11110.29,0,23,1,5,3
EMP0055-2025-08,EMP0055,Kairi Duarte,Female,1986-02-15,2024-09-09,,Active,0,1,DEP06,Operations,JOB12,Supply Chain Analyst,2025-08-01,21,11110.29,11110.29,839.25,3,1,1,4
EMP0055-2025-09,EMP0055,Kairi Duarte,Female,1986-02-15,2024-09-09,,Active,0,1,DEP06,Operations,JOB12,Supply Chain Analyst,2025-09-01,22,11110.29,11110.29,849.35,0,0,11,3
EMP0055-2025-10,EMP0055,Kairi Duarte,Female,1986-02-15,2024-09-09,,Active,0,1,DEP06,Operations,JOB12,Supply Chain Analyst,2025-10-01,23,11110.29,11110.29,0,1,1,0,5
EMP0055-2025-11,EMP0055,Kairi Duarte,Female,1986-02-15,2024-09-09,,Active,0,1,DEP06,Operations,JOB12,Supply Chain Analyst,2025-11-01,20,11110.29,11110.29,0,0,2,1,4
EMP0055-2025-12,EMP0055,Kairi Duarte,Female,1986-02-15,2024-09-09,,Active,0,1,DEP06,Operations,JOB12,Supply Chain Analyst,2025-12-01,23,11110.29,11110.29,282.02,32,0,2,3
EMP0056-2024-01,EMP0056,Céline Montané,Female,1985-11-28,2018-11-14,,Active,2,1,DEP02,Finance,JOB04,Financial Analyst,2024-01-01,23,9872.59,9872.59,0,0,0,2,4
EMP0056-2024-02,EMP0056,Céline Montané,Female,1985-11-28,2018-11-14,,Active,2,1,DEP02,Finance,JOB04,Financial Analyst,2024-02-01,21,9872.59,9872.59,755.48,0,1,0,4
EMP0056-2024-03,EMP0056,Céline Montané,Female,1985-11-28,2018-11-14,,Active,2,1,DEP02,Finance,JOB04,Financial Analyst,2024-03-01,21,9872.59,9872.59,0,2,1,9,4
EMP0056-2024-04,EMP0056,Céline Montané,Female,1985-11-28,2018-11-14,,Active,2,1,DEP02,Finance,JOB04,Financial Analyst,2024-04-01,22,9872.59,9872.59,707.93,12,1,0,3
EMP0056-2024-05,EMP0056,Céline Montané,Female,1985-11-28,2018-11-14,,Active,2,1,DEP02,Finance,JOB04,Financial Analyst,2024-05-01,23,9872.59,9872.59,1141.09,0,4,4,3
EMP0056-2024-06,EMP0056,Céline Montané,Female,1985-11-28,2018-11-14,,Active,2,1,DEP02,Finance,JOB04,Financial Analyst,2024-06-01,20,9872.59,9872.59,898.22,7,1,0,4
EMP0056-2024-07,EMP0056,Céline Montané,Female,1985-11-28,2018-11-14,,Active,2,1,DEP02,Finance,JOB04,Financial Analyst,2024-07-01,23,9872.59,9872.59,765.44,25,0,0,3
EMP0056-2024-08,EMP0056,Céline Montané,Female,1985-11-28,2018-11-14,,Active,2,1,DEP02,Finance,JOB04,Financial Analyst,2024-08-01,22,9872.59,9872.59,0,9,0,14,3
EMP0056-2024-09,EMP0056,Céline Montané,Female,1985-11-28,2018-11-14,,Active,2,1,DEP02,Finance,JOB04,Financial Analyst,2024-09-01,21,9872.59,9872.59,0,10,1,0,4
EMP0056-2024-10,EMP0056,Céline Montané,Female,1985-11-28,2018-11-14,,Active,2,1,DEP02,Finance,JOB04,Financial Analyst,2024-10-01,23,9872.59,9872.59,334.57,37,0,4,4
EMP0056-2024-11,EMP0056,Céline Montané,Female,1985-11-28,2018-11-14,,Active,2,1,DEP02,Finance,JOB04,Financial Analyst,2024-11-01,21,9872.59,9872.59,0,0,2,0,3
EMP0056-2024-12,EMP0056,Céline Montané,Female,1985-11-28,2018-11-14,,Active,2,1,DEP02,Finance,JOB04,Financial Analyst,2024-12-01,22,9872.59,9872.59,0,0,1,14,4
EMP0056-2025-01,EMP0056,Céline Montané,Female,1985-11-28,2018-11-14,,Active,2,1,DEP02,Finance,JOB04,Financial Analyst,2025-01-01,23,10530.07,10530.07,0,4,2,0,4
EMP0056-2025-02,EMP0056,Céline Montané,Female,1985-11-28,2018-11-14,,Active,2,1,DEP02,Finance,JOB04,Financial Analyst,2025-02-01,20,10530.07,10530.07,866.35,0,0,6,4
EMP0056-2025-03,EMP0056,Céline Montané,Female,1985-11-28,2018-11-14,,Active,2,1,DEP02,Finance,JOB04,Financial Analyst,2025-03-01,21,10530.07,10530.07,971.88,3,0,4,4
EMP0056-2025-04,EMP0056,Céline Montané,Female,1985-11-28,2018-11-14,,Active,2,1,DEP02,Finance,JOB04,Financial Analyst,2025-04-01,22,10530.07,10530.07,1108.3,8,1,3,4
EMP0056-2025-05,EMP0056,Céline Montané,Female,1985-11-28,2018-11-14,,Active,2,1,DEP02,Finance,JOB04,Financial Analyst,2025-05-01,22,10530.07,10530.07,0,10,0,0,4
EMP0056-2025-06,EMP0056,Céline Montané,Female,1985-11-28,2018-11-14,,Active,2,1,DEP02,Finance,JOB04,Financial Analyst,2025-06-01,21,10530.07,10530.07,0,26,0,0,4
EMP0056-2025-07,EMP0056,Céline Montané,Female,1985-11-28,2018-11-14,,Active,2,1,DEP02,Finance,JOB04,Financial Analyst,2025-07-01,23,10530.07,10530.07,1488.62,14,0,2,4
EMP0056-2025-08,EMP0056,Céline Montané,Female,1985-11-28,2018-11-14,,Active,2,1,DEP02,Finance,JOB04,Financial Analyst,2025-08-01,21,10530.07,10530.07,0,0,3,3,3
EMP0056-2025-09,EMP0056,Céline Montané,Female,1985-11-28,2018-11-14,,Active,2,1,DEP02,Finance,JOB04,Financial Analyst,2025-09-01,22,10530.07,10530.07,0,0,1,0,4
EMP0056-2025-10,EMP0056,Céline Montané,Female,1985-11-28,2018-11-14,,Active,2,1,DEP02,Finance,JOB04,Financial Analyst,2025-10-01,23,10530.07,10530.07,0,1,1,1,4
EMP0056-2025-11,EMP0056,Céline Montané,Female,1985-11-28,2018-11-14,,Active,2,1,DEP02,Finance,JOB04,Financial Analyst,2025-11-01,20,10530.07,10530.07,0,4,3,0,4
EMP0056-2025-12,EMP0056,Céline Montané,Female,1985-11-28,2018-11-14,,Active,2,1,DEP02,Finance,JOB04,Financial Analyst,2025-12-01,23,10530.07,10530.07,0,8,0,7,4
EMP0057-2024-12,EMP0057,Reginald Kelley,Male,1997-12-25,2024-12-04,,Active,6,2,DEP04,Sales,JOB07,Sales Executive,2024-12-01,20,12895.49,11723.17,0,0,1,2,3
EMP0057-2025-01,EMP0057,Reginald Kelley,Male,1997-12-25,2024-12-04,,Active,6,2,DEP04,Sales,JOB07,Sales Executive,2025-01-01,23,13920.8,13920.8,0,2,0,2,3
EMP0057-2025-02,EMP0057,Reginald Kelley,Male,1997-12-25,2024-12-04,,Active,6,2,DEP04,Sales,JOB07,Sales Executive,2025-02-01,20,13920.8,13920.8,315.2,2,2,2,4
EMP0057-2025-03,EMP0057,Reginald Kelley,Male,1997-12-25,2024-12-04,,Active,6,2,DEP04,Sales,JOB07,Sales Executive,2025-03-01,21,13920.8,13920.8,1779.8,39,4,3,3
EMP0057-2025-04,EMP0057,Reginald Kelley,Male,1997-12-25,2024-12-04,,Active,6,2,DEP04,Sales,JOB07,Sales Executive,2025-04-01,22,13920.8,13920.8,460.68,0,1,0,3
EMP0057-2025-05,EMP0057,Reginald Kelley,Male,1997-12-25,2024-12-04,,Active,6,2,DEP04,Sales,JOB07,Sales Executive,2025-05-01,22,13920.8,13920.8,0,4,2,0,4
EMP0057-2025-06,EMP0057,Reginald Kelley,Male,1997-12-25,2024-12-04,,Active,6,2,DEP04,Sales,JOB07,Sales Executive,2025-06-01,21,13920.8,13920.8,0,4,0,7,3
EMP0057-2025-07,EMP0057,Reginald Kelley,Male,1997-12-25,2024-12-04,,Active,6,2,DEP04,Sales,JOB07,Sales Executive,2025-07-01,23,13920.8,13920.8,0,0,1,4,3
EMP0057-2025-08,EMP0057,Reginald Kelley,Male,1997-12-25,2024-12-04,,Active,6,2,DEP04,Sales,JOB07,Sales Executive,2025-08-01,21,13920.8,13920.8,0,25,0,0,4
EMP0057-2025-09,EMP0057,Reginald Kelley,Male,1997-12-25,2024-12-04,,Active,6,2,DEP04,Sales,JOB07,Sales Executive,2025-09-01,22,13920.8,13920.8,0,0,0,0,1
EMP0057-2025-10,EMP0057,Reginald Kelley,Male,1997-12-25,2024-12-04,,Active,6,2,DEP04,Sales,JOB07,Sales Executive,2025-10-01,23,13920.8,13920.8,2002.66,3,0,0,3
EMP0057-2025-11,EMP0057,Reginald Kelley,Male,1997-12-25,2024-12-04,,Active,6,2,DEP04,Sales,JOB07,Sales Executive,2025-11-01,20,13920.8,13920.8,2058.48,0,3,0,4
EMP0057-2025-12,EMP0057,Reginald Kelley,Male,1997-12-25,2024-12-04,,Active,6,2,DEP04,Sales,JOB07,Sales Executive,2025-12-01,23,13920.8,13920.8,0,0,4,0,3
EMP0058-2025-07,EMP0058,Siham Navarro,Female,1988-05-28,2025-07-28,,Active,1,1,DEP04,Sales,JOB07,Sales Executive,2025-07-01,4,9760.08,1697.41,0,8,0,2,3
EMP0058-2025-08,EMP0058,Siham Navarro,Female,1988-05-28,2025-07-28,,Active,1,1,DEP04,Sales,JOB07,Sales Executive,2025-08-01,21,9760.08,9760.08,924.19,0,4,0,3
EMP0058-2025-09,EMP0058,Siham Navarro,Female,1988-05-28,2025-07-28,,Active,1,1,DEP04,Sales,JOB07,Sales Executive,2025-09-01,22,9760.08,9760.08,0,0,0,0,3
EMP0058-2025-10,EMP0058,Siham Navarro,Female,1988-05-28,2025-07-28,,Active,1,1,DEP04,Sales,JOB07,Sales Executive,2025-10-01,23,9760.08,9760.08,0,10,0,9,4
EMP0058-2025-11,EMP0058,Siham Navarro,Female,1988-05-28,2025-07-28,,Active,1,1,DEP04,Sales,JOB07,Sales Executive,2025-11-01,20,9760.08,9760.08,0,3,4,11,3
EMP0058-2025-12,EMP0058,Siham Navarro,Female,1988-05-28,2025-07-28,,Active,1,1,DEP04,Sales,JOB07,Sales Executive,2025-12-01,23,9760.08,9760.08,1390.69,11,4,14,2
